index,word,onset,offset,boundary,filler,comments,,, ,glossary,  
1180,and,461.399994,461.609985,0,,,,,,,
1181,watson,461.609985,461.980011,0,,,,,,,
1182,unzips,461.980011,462.480011,0,,,,,,,
1183,this,462.940002,463.200012,2,,changed her mind a bit,,,,,
1184,um,463.399994,463.769989,0,1,,,,,,
1185,the,463.769989,464.269989,0,,,,,,,
1186,the,464.420013,465.160004,0,,repitition,,,,,
1187,bag,465.190002,465.910004,0,,,,,,,
1188,and,465.940002,466.100006,0,,,,,,,
1189,then,466.100006,466.329987,0,,,,,,,
1190,is,466.329987,466.540009,0,,,,,,,
1191,looking,466.540009,466.790009,0,,,,,,,
1192,down,466.790009,466.959991,0,,,,,,,
1193,at,466.959991,467.019989,0,,,,,,,
1194,the,467.019989,467.089996,0,,,,,,,
1195,camera,467.089996,467.420013,1,,,,,,,
1196,and,467.420013,467.450012,0,,,,,,,
1197,that's,467.450012,467.619995,0,,,,,,,
1198,when,467.619995,467.709991,0,,,,,,,
1199,you,467.709991,467.850006,0,,,,,,,
1200,first,467.980011,468.190002,0,,,,,,,
1201,see,468.190002,468.279999,0,,,,,,,
1202,it,468.279999,468.390015,1,,,,,,,
1203,you,468.390015,468.450012,0,,,,,,,
1204,have,468.450012,468.690002,2,,,,,,,
1205,or,468.690002,468.940002,0,,,,,,,
1206,sorry,469.100006,469.279999,1,,she corrects herself,,,,,
1207,sherlock,469.279999,469.75,0,,,,,,,
1208,unzips,470.079987,470.459991,0,,,,,,,
1209,it,470.459991,470.660004,0,,,,,,,
1210,looks,470.910004,471.070007,0,,,,,,,
1211,down,471.070007,471.450012,1,,,,,,,
1212,that's,471.450012,471.600006,0,,,,,,,
1213,when,471.600006,471.709991,0,,,,,,,
1214,we,471.709991,471.799988,0,,,,,,,
1215,first,471.799988,472.019989,0,,,,,,,
1216,see,472.019989,472.149994,0,,,,,,,
1217,him,472.149994,472.380005,1,,,,,,,
1218,and,472.920013,473.25,0,,,,,,,
1219,he,473.25,473.380005,0,,,,,,,
1220,has,473.380005,473.609985,0,,,,,,,
1221,this,473.609985,473.779999,0,,,,,,,
1222,other,473.899994,474.279999,2,,she repeats herself,,,,,
1223,there's,474.279999,474.410004,0,,,,,,,
1224,this,474.410004,474.540009,0,,,,,,,
1225,other,474.540009,474.959991,0,,,,,,,
1226,lady,474.959991,475.269989,0,,,,,,,
1227,with,475.269989,475.399994,0,,,,,,,
1228,him,475.399994,475.570007,1,,,,,,,
1229,assuming,475.570007,476.160004,2,,,,,,,
1230,or,476.73999,476.940002,0,,,,,,,
1231,i'm,476.940002,477.200012,0,,,,,,,
1232,assuming,477.200012,477.440002,0,,,,,,,
1233,she's,477.440002,477.630005,0,,,,,,,
1234,the,477.630005,477.809998,0,,,,,,,
1235,assistant,477.809998,478.440002,1,,,,,,,
1236,and,479.299988,479.76001,0,,,,,,,
1237,so,480.26001,480.769989,0,2,,,,,,
1238,um,481.149994,481.619995,0,1,,,,,,
1239,we,481.619995,481.769989,0,,,,,,,
1240,see,481.769989,481.940002,0,,,,,,,
1241,him,481.940002,482.029999,0,,,,,,,
1242,take,482.029999,482.320007,0,,,,,,,
1243,like,482.320007,482.529999,2,1,,,,,,
1244,i'm,483.329987,483.399994,0,,,,,,,
1245,not,483.399994,483.549988,0,,,,,,,
1246,sure,483.549988,483.670013,0,,,,,,,
1247,what,483.670013,483.73999,0,,,,,,,
1248,it's,483.73999,483.850006,0,,,,,,,
1249,called,483.850006,484.140015,3,,,,,,,
1250,like,484.140015,484.329987,0,1,,,,,,
1251,one,484.329987,484.429993,0,,,,,,,
1252,of,484.429993,484.459991,0,,,,,,,
1253,those,484.459991,484.730011,0,,,,,,,
1254,paddle,484.730011,485.23999,0,,,,,,,
1255,things,485.23999,485.600006,0,,,,,,,
1256,and,485.600006,485.709991,0,,,,,,,
1257,like,485.709991,485.929993,0,1,,,,,,
1258,whacks,486.420013,486.850006,0,,,,,,,
1259,this,486.850006,487.130005,0,,,,,,,
1260,body,487.390015,487.929993,0,,,,,,,
1261,pretty,488.470001,488.670013,0,,,,,,,
1262,furiously,488.670013,489.390015,0,,,,,,,
1263,for,489.820007,490.029999,0,,,,,,,
1264,quite,490.140015,490.420013,0,,,,,,,
1265,a,490.420013,490.450012,0,,,,,,,
1266,while,490.450012,490.940002,1,,,,,,,
1267,um,491.339996,491.799988,0,1,,,,,,
1268,he,493.100006,493.309998,0,,,,,,,
1269,says,493.309998,493.470001,0,,,,,,,
1270,something,493.470001,493.709991,0,,,,,,,
1271,about,493.709991,493.869995,0,,,,,,,
1272,like,493.869995,494.029999,0,1,,,,,,
1273,checking,494.029999,494.380005,0,,,,,,,
1274,how,494.380005,494.559998,0,,,,,,,
1275,the,494.559998,494.630005,0,,,,,,,
1276,bruises,494.630005,495.100006,0,,,,,,,
1277,form,495.100006,495.540009,0,,,,,,,
1278,to,495.959991,496.079987,0,,,,,,,
1279,his,496.079987,496.279999,0,,,,,,,
1280,assistant,496.279999,496.880005,1,,,,,,,
1281,and,496.880005,497.01001,0,,,,,,,
1282,then,497.01001,497.339996,0,,,,,,,
1283,she,497.850006,498.320007,0,,,,,,,
1284,um,498.320007,498.890015,0,1,,,,,,
1285,starts,499.51001,499.75,0,,,,,,,
1286,to,499.75,499.809998,0,,,,,,,
1287,ask,499.809998,500.019989,0,,,,,,,
1288,him,500.019989,500.100006,0,,,,,,,
1289,for,500.100006,500.179993,0,,,,,,,
1290,coffee,500.179993,500.820007,1,,,,,,,
1291,he,501.130005,501.279999,0,,,,,,,
1292,interrupts,501.279999,501.779999,0,,,,,,,
1293,her,501.779999,501.98999,0,,,,,,,
1294,saying,502.070007,502.369995,0,,,,,,,
1295,that,502.369995,502.48999,0,,,,,,,
1296,she,502.48999,502.600006,0,,,,,,,
1297,had,502.600006,502.700012,0,,,,,,,
1298,put,502.700012,502.829987,0,,,,,,,
1299,on,502.829987,502.970001,0,,,,,,,
1300,lipstick,502.970001,503.429993,1,,,,,,,
1301,she,503.429993,503.75,0,,,,,,,
1302,looks,503.75,504.01001,0,,,,,,,
1303,embarrassed,504.01001,504.76001,0,,,,,,,
1304,um,505.209991,505.570007,0,1,,,,,,
1305,but,505.570007,505.709991,0,,,,,,,
1306,then,505.709991,506.049988,0,,,,,,,
1307,ends,506.309998,506.5,0,,,,,,,
1308,up,506.5,506.649994,0,,,,,,,
1309,finishing,506.649994,507.040009,0,,,,,,,
1310,asking,507.040009,507.51001,0,,,,,,,
1311,if,507.51001,507.589996,0,,,,,,,
1312,he,507.589996,507.700012,0,,,,,,,
1313,wants,507.700012,508.01001,0,,,,,,,
1314,coffee,508.01001,508.570007,1,,,,,,,
1315,and,508.850006,509.040009,0,,,,,,,
1316,then,509.040009,509.329987,0,,,,,,,
1317,he,509.329987,509.359985,0,,,,,,,
1318,says,509.359985,509.470001,0,,,,,,,
1319,yes,509.470001,509.769989,1,,,,,,,
1320,he,509.869995,509.940002,0,,,,,,,
1321,goes,509.940002,510.149994,0,,,,,,,
1322,up,510.149994,510.429993,0,,,,,,,
1323,to,510.429993,510.619995,0,,,,,,,
1324,his,510.619995,511.01001,0,,,,,,,
1325,lab,511.01001,511.690002,0,,,,,,,
1326,where,512.200012,512.72998,0,,,,,,,
1327,he's,512.72998,513.119995,0,,,,,,,
1328,working,513.52002,513.900024,0,,,,,,,
1329,on,513.900024,514.109985,0,,,,,,,
1330,something,514.109985,514.380005,1,,,,,,,
1331,it,514.380005,514.409973,0,,,,,,,
1332,looks,514.409973,514.619995,0,,,,,,,
1333,like,514.619995,514.799988,0,,,,,,,
1334,he's,514.799988,515,0,,,,,,,
1335,using,515.320007,515.559998,0,,,,,,,
1336,like,515.559998,515.719971,0,1,,,,,,
1337,a,515.719971,515.820007,0,,,,,,,
1338,pipette,515.820007,516.390015,0,,,,,,,
1339,or,516.390015,516.719971,0,,,,,,,
1340,something,517.070007,517.51001,0,,,,,,,
1341,to,517.51001,517.919983,0,,,,,,,
1342,uh,517.919983,518.099976,0,1,,,,,,
1343,work,518.099976,518.280029,0,,,,,,,
1344,with,518.280029,518.440002,0,,,,,,,
1345,fluids,518.440002,518.789978,1,,,,,,,
1346,she,519.27002,519.659973,0,,,,,,,
1347,um,519.659973,520.190002,0,1,,,,,,
1348,delivers,521.280029,521.690002,0,,,,,,,
1349,to,522.340027,522.570007,0,,,,,,,
1350,him,522.570007,523.02002,0,,,,,,,
1351,his,523.580017,523.789978,0,,,,,,,
1352,coffee,523.789978,524.469971,1,,,,,,,
1353,and,524.469971,524.960022,0,,,,,,,
1354,he,524.960022,525.140015,0,,,,,,,
1355,makes,525.140015,525.419983,0,,,,,,,
1356,a,525.419983,525.450012,0,,,,,,,
1357,remark,525.450012,525.799988,0,,,,,,,
1358,that,525.799988,525.969971,0,,,,,,,
1359,she,525.969971,526.369995,0,,,,,,,
1360,now,526.73999,526.969971,0,,,,,,,
1361,has,526.969971,527.130005,0,,,,,,,
1362,removed,527.130005,527.710022,0,,,,,,,
1363,her,528.190002,528.320007,0,,,,,,,
1364,lipstick,528.320007,528.849976,1,,,,,,,
1365,and,528.849976,529.390015,0,,,,,,,
1366,she,529.890015,530.109985,0,,,,,,,
1367,again,530.109985,530.409973,0,,,,,,,
1368,looks,530.409973,530.570007,0,,,,,,,
1369,kind,530.570007,530.73999,0,,,,,,,
1370,of,530.73999,530.780029,0,,,,,,,
1371,embarrassed,530.780029,531.26001,4,,,,,,,
1372,says,531.26001,531.390015,0,,,,,,,
1373,something,531.390015,531.659973,0,,,,,,,
1374,about,531.659973,532.02002,0,,,,,,,
1375,it,532.02002,532.179993,0,,,,,,,
1376,not,532.179993,532.309998,0,,,,,,,
1377,working,532.309998,532.630005,0,,,,,,,
1378,out,532.630005,532.73999,0,,,,,,,
1379,for,532.73999,532.840027,0,,,,,,,
1380,her,532.840027,533.140015,1,,,,,,,
1381,and,533.580017,533.940002,0,,,,,,,
1382,um,533.969971,534.349976,0,1,,,,,,
1383,excuse,535.48999,535.75,0,,,,,,,
1384,me,535.75,535.919983,1,,,,,,,
1385,um,535.919983,536.23999,0,1,,,,,,
1386,he,536.23999,536.679993,0,,,,,,,
1387,um,536.679993,537.099976,0,1,,,,,,
1388,starts,537.099976,537.380005,2,,,,,,,
1389,says,537.98999,538.150024,0,,,,,,,
1390,something,538.150024,538.549988,0,,,,,,,
1391,along,538.549988,538.77002,0,,,,,,,
1392,the,538.77002,538.799988,0,,,,,,,
1393,lines,538.799988,539.179993,0,,,,,,,
1394,of,539.179993,539.48999,0,,,,,,,
1395,oh,539.960022,540.22998,0,1,,,,,,
1396,like,540.22998,540.51001,0,1,,,,,,
1397,it,540.51001,540.599976,0,,,,,,,
1398,was,540.599976,540.799988,0,,,,,,,
1399,an,540.799988,540.880005,0,,,,,,,
1400,improvement,540.880005,541.409973,0,,,,,,,
1401,or,541.409973,541.5,0,2,,,,,,
1402,something,541.5,541.75,1,2,,,,,,
1403,your,541.75,541.859985,0,,,,,,,
1404,lips,541.859985,542.090027,0,,,,,,,
1405,look,542.090027,542.219971,0,,,,,,,
1406,small,542.219971,542.549988,0,,,,,,,
1407,now,542.549988,542.830017,1,,,,,,,
1408,and,543.919983,543.97998,0,,,,,,,
1409,then,543.97998,544.099976,0,,,,,,,
1410,she,544.099976,544.280029,0,,,,,,,
1411,leaves,544.280029,544.530029,1,,,,,,,
1412,she's,544.530029,544.719971,0,,,,,,,
1413,butthurt,544.719971,544.900024,1,,,,,,,
1414,um,545.47998,545.830017,0,1,,,,,,
1415,while,546.080017,546.309998,0,,,,,,,
1416,this,546.309998,546.419983,0,,,,,,,
1417,is,546.419983,546.450012,0,,,,,,,
1418,happening,546.450012,547.02002,0,,,,,,,
1419,he,547.359985,547.440002,0,,,,,,,
1420,had,547.440002,547.799988,0,,,,,,,
1421,just,547.98999,548.340027,0,,,,,,,
1422,met,548.340027,549.049988,0,,,,,,,
1423,uh,549.23999,549.599976,0,1,,,,,,
1424,watson,549.599976,550.140015,1,,,,,,,
1425,so,550.320007,550.669983,0,2,,,,,,
1426,watson,550.940002,551.48999,0,,,,,,,
1427,and,551.48999,551.76001,0,,,,,,,
1428,his,551.76001,552.01001,0,,,,,,,
1429,friend,552.01001,552.299988,0,,,,,,,
1430,from,552.299988,552.51001,0,,,,,,,
1431,earlier,552.51001,553.200012,0,,,,,,,
1432,um,553.26001,553.679993,0,1,,,,,,
1433,approached,553.880005,555.340027,0,,,,,,,
1434,sherlock,555.340027,555.840027,0,,,,,,,
1435,in,555.840027,555.969971,0,,,,,,,
1436,his,555.969971,556.130005,0,,,,,,,
1437,lab,556.130005,556.51001,1,,,,,,,
1438,and,556.51001,556.880005,0,,,,,,,
1439,uh,556.880005,557.299988,0,1,,,,,,
1440,maybe,557.460022,557.820007,0,,,,,,,
1441,one,558.080017,558.190002,0,,,,,,,
1442,of,558.190002,558.219971,0,,,,,,,
1443,the,558.219971,558.320007,0,,,,,,,
1444,first,558.320007,558.549988,0,,,,,,,
1445,things,558.549988,558.830017,0,,,,,,,
1446,sherlock,558.830017,559.22998,0,,,,,,,
1447,says,559.22998,559.51001,0,,,,,,,
1448,to,559.51001,559.599976,0,,,,,,,
1449,watson,559.599976,560.150024,0,,,,,,,
1450,is,560.150024,560.700012,0,,,,,,,
1451,um,560.73999,561.200012,0,1,,,,,,
1452,so,561.530029,561.690002,0,2,,,,,,
1453,what,561.690002,561.780029,0,,,,,,,
1454,was,561.780029,562.059998,0,,,,,,,
1455,it,562.059998,562.27002,0,,,,,,,
1456,iraq,562.299988,562.659973,0,,,,,,,
1457,or,562.659973,562.77002,0,,,,,,,
1458,afghanistan,562.77002,563.369995,1,,,,,,,
1459,so,563.369995,563.51001,0,,,,,,,
1460,he,563.51001,563.590027,0,,,,,,,
1461,immediately,563.590027,563.97998,0,,,,,,,
1462,knows,563.97998,564.23999,0,,,,,,,
1463,that,564.23999,564.390015,0,,,,,,,
1464,watson,564.390015,564.76001,0,,,,,,,
1465,was,564.76001,565.059998,0,,,,,,,
1466,an,565.429993,565.789978,0,,,,,,,
1467,army,565.789978,566.119995,0,,,,,,,
1468,doctor,566.219971,566.700012,1,,,,,,,
1469,he,566.700012,567.059998,0,,,,,,,
1470,makes,567.059998,567.289978,0,,,,,,,
1471,some,567.289978,567.419983,0,,,,,,,
1472,mention,567.419983,567.669983,0,,,,,,,
1473,of,567.669983,567.719971,0,,,,,,,
1474,that,567.719971,567.880005,0,,,,,,,
1475,later,567.880005,568.090027,0,,,,,,,
1476,also,568.090027,568.390015,0,,,,,,,
1477,saying,568.390015,568.659973,0,,,,,,,
1478,like,568.659973,569.01001,0,,,,,,,
1479,i,569.210022,569.330017,0,,quote onset,,,,,
1480,know,569.330017,569.409973,0,,,,,,,
1481,you're,569.409973,569.570007,0,,,,,,,
1482,an,569.570007,569.599976,0,,,,,,,
1483,army,569.599976,569.830017,0,,,,,,,
1484,doctor,569.830017,570.23999,1,,quote offset,,,,,
1485,um,570.309998,570.549988,0,1,,,,,,
1486,the,572.559998,573.460022,2,,,,,,,
1487,it's,573.530029,573.73999,0,,,,,,,
1488,revealed,573.73999,574.22998,0,,,,,,,
1489,that,574.22998,574.640015,0,,,,,,,
1490,sherlock,574.640015,575.039978,0,,,,,,,
1491,is,575.039978,575.119995,0,,,,,,,
1492,looking,575.119995,575.419983,0,,,,,,,
1493,for,575.419983,575.659973,0,,,,,,,
1494,a,575.659973,575.880005,0,,,,,,,
1495,flat,575.880005,576.130005,0,,,,,,,
1496,mate,576.130005,576.47998,1,,,,,,,
1497,and,576.47998,577.200012,0,,,,,,,
1498,this,577.200012,577.390015,0,,,,,,,
1499,mutual,577.390015,577.789978,0,,,,,,,
1500,friend,577.789978,578.299988,0,,,,,,,
1501,um,578.609985,579.150024,0,1,,,,,,
1502,is,579.150024,579.309998,0,,,,,,,
1503,now,579.309998,579.590027,0,,,,,,,
1504,going,579.590027,579.880005,0,,,,,,,
1505,to,579.880005,579.950012,0,,,,,,,
1506,introduce,579.950012,580.400024,0,,,,,,,
1507,watson,580.400024,580.890015,0,,,,,,,
1508,to,581.289978,581.469971,0,,,,,,,
1509,sherlock,581.469971,582.070007,0,,,,,,,
1510,in,582.390015,582.559998,0,,,,,,,
1511,hopes,582.559998,583.070007,0,,,,,,,
1512,that,583.070007,583.5,0,,,,,,,
1513,um,583.530029,584.099976,0,1,,,,,,
1514,sherlock,584.099976,584.72998,0,,,,,,,
1515,and,584.72998,584.859985,2,,,,,,,
1516,or,585.159973,585.48999,0,,,,,,,
1517,watson,585.48999,585.809998,0,,,,,,,
1518,will,585.809998,585.890015,0,,,,,,,
1519,be,585.890015,586.070007,0,,,,,,,
1520,a,586.070007,586.200012,0,,,,,,,
1521,suitable,586.200012,586.76001,0,,,,,,,
1522,roommate,587.02002,587.929993,0,,,,,,,
1523,for,587.929993,588.280029,0,,,,,,,
1524,watson,588.280029,588.630005,1,,,,,,,
1525,so,589.26001,589.599976,0,2,,,,,,
1526,um,589.630005,590.080017,0,1,,,,,,
1527,that,591.369995,591.669983,0,,,,,,,
1528,happens,591.669983,592.190002,1,,,,,,,
1529,uh,592.409973,592.780029,0,1,,,,,,
1530,sherlock,593.190002,593.75,0,,,,,,,
1531,asks,593.780029,594.109985,0,,,,,,,
1532,for,594.109985,594.559998,0,,,,,,,
1533,the,595.059998,595.460022,0,,,,,,,
1534,mutual,595.48999,595.789978,0,,,,,,,
1535,friend's,595.789978,596.22998,0,,,,,,,
1536,phone,596.22998,596.75,1,,,,,,,
1537,and,596.75,597.219971,0,,,,,,,
1538,he,597.75,597.890015,0,,,,,,,
1539,doesn't,597.890015,598.119995,0,,,,,,,
1540,have,598.119995,598.450012,0,,,,,,,
1541,it,598.450012,598.659973,1,,,,,,,
1542,so,598.929993,599.320007,0,,,,,,,
1543,watson,599.75,600.26001,0,,,,,,,
1544,offers,600.26001,600.580017,0,,,,,,,
1545,up,600.580017,600.700012,0,,,,,,,
1546,his,600.700012,601.130005,1,,,,,,,
1547,um,602.359985,602.909973,0,1,,,,,,
1548,sherlock,603.299988,604,0,,,,,,,
1549,appears,604.130005,604.419983,0,,,,,,,
1550,to,604.419983,604.580017,0,,,,,,,
1551,send,604.580017,604.820007,0,,,,,,,
1552,a,604.820007,604.880005,0,,,,,,,
1553,text,604.880005,605.380005,0,,,,,,,
1554,or,605.380005,605.530029,0,2,,,,,,
1555,something,605.559998,606.070007,0,2,,,,,,
1556,through,606.070007,606.539978,0,,,,,,,
1557,his,606.539978,606.719971,0,,,,,,,
1558,phone,606.719971,607.159973,1,,,,,,,
1559,um,607.549988,608.099976,0,1,,,,,,
1560,and,608.099976,608.219971,0,,,,,,,
1561,then,608.219971,608.549988,0,,,,,,,
1562,before,609.400024,610.72998,0,,,,,,,
1563,uh,610.72998,611.140015,0,1,,,,,,
1564,those,611.640015,612.059998,0,,,,,,,
1565,two,612.059998,612.309998,0,,,,,,,
1566,leave,612.309998,612.690002,2,,,,,,,
1567,meaning,612.690002,613.169983,0,,,,,,,
1568,um,613.200012,613.47998,0,1,,,,,,
1569,watson,613.47998,613.969971,0,,,,,,,
1570,and,613.969971,614.130005,0,,,,,,,
1571,his,614.130005,614.390015,0,,,,,,,
1572,friend,614.390015,614.830017,3,,,,,,,
1573,sherlock,615.210022,615.950012,0,,,,,,,
1574,says,616.72998,617.179993,1,,,,,,,
1575,meet,617.179993,617.5,0,,start of quote,,,,,
1576,me,617.5,617.75,0,,,,,,,
1577,at,617.75,617.98999,0,,,,,,,
1578,the,617.98999,618.179993,0,,,,,,,
1579,address,618.179993,618.549988,0,,,,,,,
1580,two,618.679993,619.01001,0,,,,,,,
1581,two,619.01001,619.359985,0,,,,,,,
1582,one,619.359985,619.909973,0,,,,,,,
1583,b,620.030029,620.820007,0,,,,,,,
1584,baker,621.01001,621.460022,0,,,,,,,
1585,street,621.460022,621.890015,1,,end of quote,,,,,
1586,i,621.890015,622,0,,,,,,,
1587,think,622,622.400024,1,,,,,,,
1588,um,622.669983,623.099976,0,1,,,,,,
1589,because,623.099976,623.190002,0,,,,,,,
1590,that's,623.190002,623.599976,0,,,,,,,
1591,where,623.599976,623.820007,0,,,,,,,
1592,his,623.820007,624,0,,,,,,,
1593,flat,624,624.280029,0,,,,,,,
1594,is,624.280029,624.390015,0,,,,,,,
1595,going,624.390015,624.570007,0,,,,,,,
1596,to,624.570007,624.650024,0,,,,,,,
1597,be,624.650024,624.900024,1,,,,,,,
1598,and,625.030029,625.179993,0,,,,,,,
1599,then,625.179993,625.47998,0,,,,,,,
1600,um,625.51001,625.869995,0,1,,,,,,
1601,watson,627.349976,627.710022,0,,,,,,,
1602,kind,627.710022,627.919983,0,2,,,,,,
1603,of,627.919983,628.130005,0,2,,,,,,
1604,says,628.390015,628.549988,0,,,,,,,
1605,something,628.549988,628.789978,0,,,,,,,
1606,along,628.789978,629.080017,0,,,,,,,
1607,the,629.080017,629.119995,0,,,,,,,
1608,lines,629.119995,629.340027,0,,,,,,,
1609,of,629.340027,629.630005,1,,,,,,,
1610,but,629.890015,629.950012,0,,start of quote,,,,,
1611,we,629.950012,630.309998,0,,,,,,,
1612,don't,630.349976,630.51001,0,,,,,,,
1613,even,630.51001,630.72998,0,,,,,,,
1614,know,630.72998,630.900024,0,,,,,,,
1615,each,630.900024,631.039978,0,,,,,,,
1616,other,631.039978,631.309998,1,,end of quote,,,,,
1617,and,631.309998,631.419983,0,,,,,,,
1618,then,631.419983,631.580017,0,,,,,,,
1619,sherlock,631.580017,631.950012,0,,,,,,,
1620,starts,631.950012,632.27002,0,,,,,,,
1621,listing,632.27002,632.619995,0,,,,,,,
1622,things,632.619995,632.820007,1,,,,,,,
1623,he,632.820007,632.909973,0,,,,,,,
1624,says,632.909973,633.210022,0,,,,,,,
1625,um,633.619995,633.840027,0,1,,,,,,
1626,that,633.840027,634.099976,0,,,,,,,
1627,watson,634.099976,634.630005,0,,,,,,,
1628,was,634.630005,634.849976,0,,,,,,,
1629,an,634.849976,635.099976,0,,,,,,,
1630,army,635.419983,635.669983,0,,,,,,,
1631,doctor,635.669983,636.190002,0,,,,,,,
1632,in,636.190002,636.409973,0,,,,,,,
1633,afghanistan,636.409973,637.539978,0,,,,,,,
1634,and,637.960022,638.349976,0,,,,,,,
1635,that,638.349976,638.679993,0,,,,,,,
1636,um,638.710022,639.130005,0,1,,,,,,
1637,his,639.530029,639.960022,2,,,,,,,
1638,he's,639.960022,640.080017,0,,,,,,,
1639,not,640.080017,640.27002,0,,,,,,,
1640,close,640.27002,640.5,0,,,,,,,
1641,to,640.5,640.630005,0,,,,,,,
1642,his,640.630005,640.849976,0,,,,,,,
1643,brother,640.849976,641.5,1,,,,,,,
1644,his,641.76001,641.950012,0,,,,,,,
1645,brother,641.950012,642.929993,0,,,,,,,
1646,recently,643.27002,644.349976,0,,,,,,,
1647,like,644.349976,644.690002,0,1,,,,,,
1648,walked,644.690002,644.960022,0,,,,,,,
1649,out,644.960022,645.070007,0,,,,,,,
1650,of,645.070007,645.200012,0,,,,,,,
1651,a,645.200012,645.27002,0,,,,,,,
1652,marriage,645.27002,645.669983,0,,,,,,,
1653,or,645.669983,645.76001,0,,,,,,,
1654,something,645.76001,646.159973,4,,,,,,,
1655,or,646.159973,646.359985,0,,,,,,,
1656,is,646.359985,646.460022,0,,,,,,,
1657,an,646.460022,646.530029,0,,,,,,,
1658,alcoholic,646.530029,647.169983,0,,,,,,,
1659,or,647.169983,647.23999,0,,,,,,,
1660,both,647.23999,647.619995,1,,,,,,,
1661,and,648.080017,648.369995,0,,,,,,,
1662,um,648.369995,648.76001,0,1,,,,,,
1663,uh,650.070007,650.280029,0,1,,,,,,
1664,watson,650.280029,650.590027,0,,,,,,,
1665,looks,650.590027,650.72998,0,,,,,,,
1666,very,650.72998,651.349976,0,,,,,,,
1667,confused,651.349976,651.869995,4,,,,,,,
1668,or,652.049988,652.409973,0,,,,,,,
1669,shocked,652.450012,652.799988,0,,,,,,,
1670,i,652.799988,652.869995,0,,,,,,,
1671,guess,652.869995,653.090027,0,,,,,,,
1672,at,653.090027,653.219971,0,,,,,,,
1673,this,653.219971,653.409973,1,,,,,,,
1674,and,653.409973,653.440002,0,,,,,,,
1675,then,654.130005,654.530029,0,,,,,,,
1676,um,654.590027,654.960022,0,1,,,,,,
1677,he,655.580017,655.710022,0,,,,,,,
1678,leaves,655.710022,655.950012,1,,,,,,,
1679,so,656.559998,657.140015,0,2,,,,,,
1680,um,657.169983,657.869995,0,1,,,,,,
1681,and,659.539978,659.630005,0,,,,,,,
1682,then,659.630005,660.030029,0,,,,,,,
1683,i,661.419983,661.539978,0,,,,,,,
1684,believe,661.539978,661.880005,0,,,,,,,
1685,we,661.880005,662.099976,0,,,,,,,
1686,see,662.22998,662.380005,0,,,,,,,
1687,the,662.380005,662.5,0,,,,,,,
1688,two,662.5,662.76001,0,,,,,,,
1689,of,662.76001,662.97998,0,,,,,,,
1690,them,662.97998,663.440002,0,,,,,,,
1691,now,663.469971,663.929993,1,,,,,,,
1692,and,664.380005,664.840027,0,,,,,,,
1693,they,664.840027,665.650024,0,,,,,,,
1694,um,665.650024,666.419983,0,1,,,,,,
1695,get,667,667.51001,2,,,,,,,
1696,or,667.51001,667.98999,0,,,,,,,
1697,they,668.02002,668.159973,0,,,,,,,
1698,are,668.159973,668.340027,0,,,,,,,
1699,now,668.340027,668.419983,0,,,,,,,
1700,entering,668.419983,668.840027,0,,,,,,,
1701,what,669.719971,670.190002,0,,,,,,,
1702,we,670.190002,670.280029,0,,,,,,,
1703,can,670.280029,670.380005,0,,,,,,,
1704,assume,670.380005,670.73999,0,,,,,,,
1705,is,670.73999,671.349976,0,,,,,,,
1706,sherlock's,671.349976,671.809998,0,,,,,,,
1707,flat,672.429993,672.820007,1,,,,,,,
1708,um,672.849976,673.059998,0,1,,,,,,
1709,there's,673.059998,673.299988,0,,,,,,,
1710,another,673.299988,673.719971,0,,,,,,,
1711,lady,673.719971,674.25,4,,,,,,,
1712,the,674.580017,674.690002,0,,,,,,,
1713,landlord,674.690002,675.460022,1,,,,,,,
1714,um,675.880005,676.289978,0,1,,,,,,
1715,i,676.320007,676.359985,0,,,,,,,
1716,forgot,676.359985,676.659973,0,,,,,,,
1717,her,676.659973,676.719971,0,,,,,,,
1718,name,676.719971,677.080017,1,,,,,,,
1719,but,677.469971,677.789978,0,,,,,,,
1720,she's,677.789978,678.090027,0,,,,,,,
1721,also,678.090027,678.419983,0,,,,,,,
1722,there,678.419983,678.599976,0,,,,,,,
1723,with,678.599976,678.77002,0,,,,,,,
1724,them,678.77002,678.950012,0,,,,,,,
1725,and,678.950012,679.25,0,,,,,,,
1726,greets,679.25,679.460022,0,,,,,,,
1727,them,679.460022,679.580017,0,,,,,,,
1728,both,679.580017,679.789978,1,,,,,,,
1729,um,680.140015,680.719971,0,1,,,,,,
1730,we,681.890015,682.049988,0,,,,,,,
1731,see,682.049988,682.73999,0,,,,,,,
1732,that,682.77002,683.22998,0,,,,,,,
1733,sherlock's,683.559998,684.049988,0,,,,,,,
1734,flat,684.049988,684.469971,0,,,,,,,
1735,is,684.469971,684.789978,0,,,,,,,
1736,a,684.789978,684.859985,0,,,,,,,
1737,complete,684.859985,685.27002,0,,,,,,,
1738,mess,685.27002,685.52002,1,,,,,,,
1739,uh,687.280029,687.599976,0,1,,,,,,
1740,there's,687.599976,688.01001,0,,,,,,,
1741,books,688.01001,688.349976,0,,,,,,,
1742,things,688.690002,689.27002,1,,,,,,,
1743,there's,689.27002,689.419983,0,,,,,,,
1744,this,689.419983,690.080017,0,,,,,,,
1745,skull,690.080017,690.580017,0,,,,,,,
1746,poster,690.809998,691.5,0,,,,,,,
1747,on,691.5,691.820007,0,,,,,,,
